AIRPORT,LATITUDE,LONGITUDE
CXT,-20.04305556,146.27305556
CXY,25.53472222,-79.28444444
CXY,25.53472222,-79.28444444
CXY,25.55444444,-79.27527778
CXY,25.55444444,-79.27527778
CYA,18.27055556,-73.78972222
CYA,18.27083333,-73.78722222
CYA,18.27111111,-73.78805556
CYA,18.27111111,-73.78805556
CYA,18.27111111,-73.78805556
CYA,18.27250000,-73.78777778
CYA,18.27250000,-73.78777778
CYB,19.68666667,-79.88472222
CYB,19.68694444,-79.88277778
CYB,19.68694444,-79.88277778
CYB,19.68694444,-79.88277778
CYB,19.68694444,-79.88277778
CYC,17.68361111,-88.04500000
CYC,17.68361111,-88.04500000
CYC,17.68388889,-88.04500000
CYC,17.68388889,-88.04500000
CYC,17.69888889,-88.04305556
CYF,60.13666667,-164.27916667
CYF,60.13694444,-164.27916667
CYF,60.13694444,-164.27916667
CYF,60.14916667,-164.28555556
CYF,60.14916667,-164.28555556
CYF,60.15361111,-164.28472222
CYI,23.45444444,120.40333333
CYI,23.46166667,120.39277778
CYI,23.46166667,120.39277778
CYI,23.46361111,120.39055556
CYI,23.46361111,120.39055556
CYI,23.46361111,120.39055556
CYI,23.46416667,120.38194444
CYM,57.51527778,-134.94444444
CYP,12.07194444,124.54527778
CYP,12.07222222,124.54527778
CYP,12.07222222,124.54527778
CYP,12.07583333,124.54305556
CYP,12.07694444,124.54777778
CYP,12.07694444,124.54777778
CYR,-34.45638889,-57.77083333
CYR,-34.45638889,-57.77083333
CYR,-34.45638889,-57.77055556
CYR,-34.45638889,-57.77055556
CYR,-34.45611111,-57.77000000
CYS,41.15555556,-104.81055556
CYS,41.15583333,-104.81222222
CYT,60.08000000,-142.49444444
CYT,60.08083333,-142.49555556
CYT,60.08083333,-142.49555556
CYT,60.08194444,-142.49361111
CYT,60.08194444,-142.49361111
CYZ,16.92972222,121.75333333
CYZ,16.93000000,121.75583333
CZ1,50.25305556,15.84527778
CZA,20.64138889,-88.44611111
CZA,20.69500000,-88.56555556
CZB,-28.64166667,-53.55833333
CZC,61.94111111,-145.29416667
CZE,11.41472222,-69.68166667
CZE,11.41472222,-69.68166667
CZE,11.41472222,-69.68166667
CZE,11.41472222,-69.68166667
CZE,11.41583333,-69.68194444
CZF,61.78027778,-166.03861111
CZF,61.78027778,-166.03861111
CZF,61.78027778,-166.03861111
CZF,61.78111111,-166.03944444
CZF,61.78111111,-166.03638889
CZH,18.38111111,-88.41055556
CZH,18.38222222,-88.41083333
CZH,18.38222222,-88.41083333
CZH,18.38222222,-88.41083333
CZH,18.38222222,-88.41027778
CZH,18.38222222,-88.41027778
CZL,36.27694444,6.63000000
CZM,20.51666667,-86.93333333
CZM,20.52250000,-86.92555556
CZN,62.07055556,-142.04777778
CZN,62.07111111,-142.04833333
CZN,62.07111111,-142.04833333
CZN,62.07166667,-142.04944444
CZN,62.07166667,-142.04944444
CZO,62.56222222,-144.67250000
CZO,62.56222222,-144.67250000
CZO,62.56361111,-144.66888889
CZO,62.56361111,-144.66888889
CZP,55.96500000,-133.79333333
CZS,-7.60000000,-72.76944444
CZS,-7.58333333,-72.78333333
CZU,9.33250000,-75.28527778
CZU,9.33250000,-75.28527778
CZU,9.33277778,-75.28527778
CZU,9.33277778,-75.28527778
CZU,9.33277778,-75.28500000
CZU,9.33750000,-75.28277778
CZW,50.81666667,19.10000000
CZW,50.88472222,19.20277778
CZW,50.88472222,19.20277778
CZW,50.88472222,19.20277778
CZW,50.88472222,19.20277778
CZX,31.91944444,119.77805556
CZX,31.91944444,119.77805556
CZX,31.91972222,119.77805556
CZX,31.92055556,119.77527778
CZX,31.92055556,119.77527778
CZX,31.92055556,119.77527778
CZX,31.92055556,119.77527778
DAB,29.18000000,-81.05805556
DAB,29.18250000,-81.05277778
DAB,29.18250000,-81.05277778
DAC,23.84333333,90.39777778
DAC,23.84333333,90.39777778
DAD,16.04222222,108.20361111
DAD,16.04222222,108.20361111
DAD,16.04388889,108.19944444
DAD,16.04388889,108.19944444
DAD,16.04416667,108.19944444
DAD,16.04416667,108.19944444
DAE,14.13055556,122.97916667
DAF,-4.73972222,145.95250000
DAG,34.85361111,-116.78666667
DAG,34.85388889,-116.78611111
DAG,34.85388889,-116.78611111
DAK,25.41166667,29.00305556
DAL,32.84583333,-96.85083333
DAL,32.84694444,-96.85333333
DAL,32.84694444,-96.85138889
DAL,32.84722222,-96.85166667
DAM,33.41055556,36.51444444
DAM,33.41388889,36.51777778
DAN,36.57250000,-79.33638889
DAN,36.57250000,-79.33638889
DAN,36.57277778,-79.33611111
DAN,36.57277778,-79.33611111
DAN,36.57305556,-79.33500000
DAR,-6.87805556,39.20250000
DAR,-6.87805556,39.20250000
DAR,-6.87805556,39.20277778
DAR,-6.87805556,39.20277778
DAR,-6.87527778,39.20194444
DAT,40.08333333,113.30000000
DAU,-9.08722222,143.19333333
DAU,-9.08694444,143.20777778
DAU,-9.08666667,143.20777778
DAU,-9.08666667,143.20777778
DAU,-9.08666667,143.20805556
DAU,-9.08666667,143.20805556
DAV,8.38916667,-82.43638889
DAV,8.38916667,-82.43638889
DAV,8.39111111,-82.43555556
DAV,8.39111111,-82.43500000
DAV,8.39111111,-82.43500000
DAX,31.30000000,107.50000000
DAY,39.90111111,-84.22000000
DAY,39.90222222,-84.21944444
DBB,30.92444444,28.46138889
DBL,15.37777778,73.83055556
DBM,10.31944444,37.74305556
DBN,32.56416667,-82.98666667
DBN,32.56444444,-82.98527778
DBN,32.56444444,-82.98527778
DBN,32.56472222,-82.98500000
DBN,32.56472222,-82.98500000
DBO,-32.21833333,148.57361111
DBO,-32.21666667,148.57472222
DBO,-32.21666667,148.57861111
DBQ,42.40194444,-90.70944444
DBQ,42.41000000,-90.71083333
DBT,11.88583333,38.00916667
DBT,11.96805556,38.02527778
DBV,42.56138889,18.26833333
DBV,42.56138889,18.26833333
DBV,42.56250000,18.26888889
DBV,42.56277778,18.26444444
DBV,42.56277778,18.26444444
DBV,42.56333333,18.26527778
DBV,42.56333333,18.26527778
DBY,-27.15527778,151.26722222
DBY,-27.15000000,151.26666667
DCA,38.85138889,-77.03777778
DCA,38.85138889,-77.03777778
DCA,38.85166667,-77.03694444
DCA,38.85194444,-77.03777778
DCA,38.85194444,-77.03777778
DCF,15.33666667,-61.39222222
DCF,15.33666667,-61.39222222
DCF,15.33694444,-61.39194444
DCF,15.33694444,-61.39194444
DCF,15.38611111,-61.40055556
DCK,66.94250000,-156.89138889
DCK,66.94250000,-156.89138889
DCK,66.94333333,-156.90472222
DCK,66.94333333,-156.90472222
DCK,66.94388889,-156.90194444
DCN,-17.58138889,123.82833333
DCN,-17.58055556,123.82861111
DCS,53.47444444,-1.00305556
DCU,34.65277778,-86.94527778
DCU,34.65416667,-86.94527778
DDC,37.76166667,-99.96500000
DDC,37.76305556,-99.96555556
DDP,18.46388889,-66.29333333
DDP,18.46388889,-66.29333333
DE1,49.20944444,7.40055556
DE1,49.20944444,7.40055556
DE1,49.20944444,7.40055556
DE1,49.20944444,7.40055556
DE2,39.52027778,-75.72055556
DE2,39.52111111,-75.72361111
DE3,39.21833333,-75.59666667
DE4,51.76777778,13.16750000
DE4,51.76777778,13.16750000
DE4,51.76777778,13.16777778
DEA,29.96111111,70.48555556
DEA,29.96111111,70.48555556
DEA,29.96111111,70.48555556
DEA,29.96111111,70.48555556
DEA,29.96111111,70.48583333
DEA,29.96111111,70.48583333
DEB,47.48888889,21.61527778
DEB,47.48888889,21.61527778
DEB,47.49027778,21.61388889
DEC,39.83416667,-88.86861111
DEC,39.83444444,-88.86555556
DEH,43.27472222,-91.73888889
DEH,43.27555556,-91.73944444
DEL,28.55944444,77.09944444
DEL,28.57361111,77.10083333
DEM,8.55416667,34.85722222
DEM,8.55416667,34.85722222
DEM,8.55416667,34.85750000
DEM,8.55416667,34.85750000
DEM,8.57111111,34.88333333
DEN,39.77444444,-104.87972222
DEN,39.86166667,-104.67305556
DES,-5.69666667,53.65583333
DES,-5.69583333,53.65444444
DET,42.40666667,-83.00833333
DET,42.40666667,-83.00833333
DET,42.40916667,-83.00972222
DET,42.40916667,-83.00972222
DET,42.40944444,-83.01027778
DET,42.40944444,-83.01027778
DEZ,35.28555556,40.17583333
DFI,41.33722222,-84.42888889
DFI,41.33750000,-84.42888889
DFW,32.89444444,-97.02972222
DFW,32.89638889,-97.04111111
DFW,32.89694444,-97.03805556
DFW,32.89694444,-97.03805556
DFW,32.89722222,-97.03777778
DFW,32.89722222,-97.03777778
DGB,58.13333333,-152.55000000
DGO,24.12416667,-104.52805556
DGO,24.12416667,-104.52805556
DGO,24.12500000,-104.52833333
DGO,24.12500000,-104.52833333
DGO,24.12500000,-104.52500000
DGT,9.28333333,123.30000000
DGT,9.33416667,123.30194444
DGW,42.79722222,-105.38611111
DGW,42.79722222,-105.38583333
DGX,51.40527778,-3.43361111
DGX,51.40527778,-3.43333333
DHA,26.26250000,50.15305556
DHA,26.26250000,50.15305556
DHA,26.26250000,50.15305556
DHA,26.26416667,50.15250000
DHA,26.26416667,50.15250000
DHA,26.27388889,50.16750000
DHB,48.62083333,-123.00305556
DHF,24.24833333,54.54777778
DHI,28.75527778,80.58333333
DHL,13.73750000,44.72916667
DHL,13.73750000,44.72916667
DHN,31.32000000,-85.44833333
DHN,31.32111111,-85.44944444
DHT,36.02250000,-102.54750000
DHT,36.02250000,-102.54722222
DIB,27.48361111,95.01750000
DIB,27.48388889,95.02083333
DIE,-12.34944444,49.29166667
DIE,-12.34611111,49.29250000
DIG,27.79222222,99.67805556
DIJ,47.26583333,5.09500000
DIJ,47.26583333,5.09500000
DIJ,47.26583333,5.09500000
DIJ,47.26888889,5.09000000
DIJ,47.26916667,5.09000000
DIJ,47.26916667,5.09000000
DIK,46.79666667,-102.79638889
DIK,46.79722222,-102.80194444
DIK,46.80083333,-102.80333333
DIL,-8.55333333,125.52611111
DIL,-8.55333333,125.52611111
DIL,-8.54666667,125.52472222
DIL,-8.54666667,125.52472222
DIL,-8.54638889,125.52472222
DIL,-8.54638889,125.52472222
DIO,65.75000000,-168.95000000
DIO,65.75861111,-168.95305556
DIR,9.62222222,41.85083333
DIS,-4.20750000,12.66166667
DIS,-4.20750000,12.66166667
DIS,-4.20611111,12.65972222
DIS,-4.20611111,12.65972222
DIS,-4.20555556,12.66138889
DIU,20.71305556,70.92111111
DIU,20.71305556,70.92111111
DIU,20.71361111,70.92083333
DIU,20.71361111,70.92361111
DIU,20.71361111,70.92361111
DIU,20.71388889,70.92166667
DIU,20.71444444,70.92222222
DIV,5.83333333,-5.36666667
DIY,37.89388889,40.20111111
DIY,37.89527778,40.20305556
DJB,-1.63472222,103.64166667
DJE,33.87416667,10.78333333
DJE,33.87555556,10.77722222
DJE,33.87555556,10.77722222
DJE,33.87555556,10.77722222
DJE,33.87555556,10.77722222
DJG,24.28444444,9.45666667
DJG,24.29277778,9.45250000
DJJ,-2.57916667,140.51944444
DJJ,-2.57777778,140.51750000
DJJ,-2.57777778,140.51750000
DJJ,-2.57694444,140.51638889
DJJ,-2.57694444,140.51638889
DJJ,-2.57500000,140.51388889
DJN,64.05000000,-145.72250000
DJN,64.05000000,-145.72250000
DJN,64.05055556,-145.71722222
DJN,64.05055556,-145.71722222
DJO,6.79250000,-6.47333333
DJO,6.79277778,-6.47333333
DJO,6.79277778,-6.47333333
DJO,6.79277778,-6.47305556
DJO,6.79277778,-6.47305556
DJO,6.86694444,-6.46666667
DK1,55.43638889,9.33083333
DKI,-17.94166667,146.13666667
DKK,42.49333333,-79.27194444
DKK,42.49333333,-79.27194444
DKK,42.49388889,-79.27111111
DKK,42.49388889,-79.27111111
DKR,14.74000000,-17.49055556
DKR,14.74000000,-17.49055556
DKR,14.74027778,-17.49055556
DKR,14.74027778,-17.49027778
DKR,14.74027778,-17.49027778
DKR,14.74027778,-17.49027778
DLA,4.00611111,9.71944444
DLA,4.01333333,9.70916667
DLC,38.91666667,121.65000000
DLC,38.94888889,121.53861111
DLC,38.94888889,121.53861111
DLC,38.96555556,121.53861111
DLC,38.96555556,121.53861111
DLF,29.35944444,-100.77805556
DLF,29.35972222,-100.77722222
DLG,59.04166667,-158.50666667
DLG,59.04472222,-158.50555556
DLH,46.84194444,-92.19388889
DLH,46.84194444,-92.19361111
DLH,46.84194444,-92.19333333
DLH,46.84222222,-92.19361111
DLH,46.84250000,-92.19027778
DLI,11.74972222,108.37777778
DLI,11.74972222,108.37777778
DLL,34.44916667,-79.36861111
DLM,36.71250000,28.79222222
DLM,36.71333333,28.79138889
DLM,36.71333333,28.79250000
DLO,55.12222222,-132.05000000
DLS,45.61861111,-121.16722222
DLS,45.61861111,-121.16722222
DLS,45.61944444,-121.16833333
DLS,45.61944444,-121.16833333
DLS,45.61944444,-121.16472222
DLU,25.65000000,100.31888889
DLU,25.65000000,100.31888889
DLU,25.65055556,100.31888889
DLU,25.65055556,100.31888889
DLU,25.66666667,100.31666667
DMA,32.16638889,-110.88305556
DMA,32.16638889,-110.88250000
DMB,42.85388889,71.30305556
DME,55.40861111,37.90638889
DME,55.40861111,37.90638889
DMK,13.91250000,100.60666667
DMM,26.47111111,49.79777778
DMM,26.47111111,49.79777778
DMM,26.47111111,49.79805556
DMM,26.47111111,49.79805556
DMN,32.26250000,-107.71888889
DMO,38.70750000,-93.17583333
DMO,38.70750000,-93.17583333
DMO,38.70750000,-93.17583333
DMO,38.70750000,-93.17583333
DMU,25.88388889,93.77361111
DNA,26.35500000,127.77388889
DNA,26.35500000,127.77388889
DNA,26.35555556,127.76750000
DNA,26.35555556,127.76750000
DNA,26.35555556,127.76777778
DNB,-16.01083333,142.39055556
DNC,56.75694444,-133.22166667
DND,56.45250000,-3.02583333
DND,56.45250000,-3.02027778
DNE,33.07888889,-96.73833333
DNK,48.35722222,35.10055556
DNK,48.35722222,35.10055556
DNL,33.46638889,-82.03944444
DNL,33.46638889,-82.03944444
DNL,33.46666667,-82.03944444
DNL,33.46666667,-82.03944444
DNL,33.46694444,-82.03833333
DNN,34.72194444,-84.86916667
DNN,34.72305556,-84.87027778
DNO,-11.61666667,-46.85000000
DNO,-11.59611111,-46.84750000
DNQ,-35.56000000,144.95166667
DNQ,-35.55944444,144.94638889
DNQ,-35.55888889,144.94638889
DNR,48.58777778,-2.08361111
DNR,48.58777778,-2.08000000
DNR,48.58777778,-2.08000000
DNR,48.58777778,-2.08000000
DNR,48.58777778,-2.08000000
DNR,48.58777778,-2.08000000
DNV,40.19722222,-87.59694444
DNV,40.19972222,-87.59555556
DNV,40.19972222,-87.59527778
DNZ,37.78555556,29.70138889
DOD,-6.17055556,35.75305556
DOD,-6.17055556,35.75305556
DOD,-6.17055556,35.75444444
DOD,-6.17027778,35.74944444
DOD,-6.17027778,35.74944444
DOD,-6.16666667,35.75027778
DOF,55.23333333,-132.21666667
DOG,19.15388889,30.43000000
DOG,19.18333333,30.45000000
DOH,25.25694444,51.56638889
DOH,25.26111111,51.56500000
DOK,48.07361111,37.73833333
DOK,48.07361111,37.73972222
DOK,48.07361111,37.73972222
DOK,48.07361111,37.73972222
DOK,48.07500000,37.72555556
DOK,48.07500000,37.72555556
DOL,49.36277778,0.16416667
DOL,49.36527778,0.15444444
DOL,49.36527778,0.15444444
DOL,49.36527778,0.15444444
DOL,49.36527778,0.15444444
DOL,49.36527778,0.15444444
DOL,49.36527778,0.15444444
DOM,15.54305556,-61.30916667
DOM,15.54666667,-61.31805556
DOM,15.54666667,-61.31805556
DOM,15.54666667,-61.30250000
DOM,15.54666667,-61.30138889
DOM,15.54666667,-61.30138889
DOM,15.54666667,-61.30138889
DOM,15.54666667,-61.30138889
DON,17.69388889,-89.53111111
DOU,-22.20277778,-54.92555556
DOU,-22.20194444,-54.92666667
DOV,39.12694444,-75.46444444
DOV,39.12944444,-75.46583333
DPA,41.91555556,-88.24666667
DPG,40.19750000,-112.93500000
DPG,40.19944444,-112.93750000
DPG,40.19944444,-112.93666667
DPL,8.60138889,123.34166667
DPL,8.60194444,123.34222222
DPO,-41.17083333,146.42500000
DPO,-41.16972222,146.43027778
DPO,-41.16777778,146.42972222
DPS,-8.74861111,115.16500000
DPS,-8.74833333,115.16750000
DPS,-8.74833333,115.16750000
DPS,-8.74833333,115.16750000
DPS,-8.74833333,115.16750000
DQA,46.75083333,125.13861111
DQA,46.75111111,125.13861111
DQB,38.70388889,-9.03583333
DQB,38.70500000,-9.03777778
DQB,38.70500000,-9.03750000
DQC,27.81277778,-80.49555556
DQC,27.81333333,-80.49555556
DQD,42.64166667,-111.58000000
DQD,42.64861111,-111.58194444
DQE,32.84027778,-115.26750000
DQE,32.84500000,-115.26861111
DQF,33.30777778,-111.65555556
DQG,36.53666667,-86.92111111
DQG,36.53666667,-86.92111111
DQG,36.53722222,-86.92083333
DQG,36.53722222,-86.92055556
DQG,36.53722222,-86.92055556
DQH,70.34416667,-150.94472222
DQH,70.34833333,-150.93166667
DQI,39.17888889,-121.99333333
DQI,39.17916667,-121.99333333
DQJ,47.39138889,-102.77194444
DQJ,47.39138889,-102.77194444
DQJ,47.39138889,-102.77194444
DQJ,47.39277778,-102.77083333
DQJ,47.39277778,-102.77083333
DQK,44.05000000,-75.73305556
DQK,44.05555556,-75.72000000
DQK,44.05555556,-75.72000000
DQK,44.05555556,-75.71972222
DQK,44.05583333,-75.71944444
DQK,44.05583333,-75.71944444
DQL,61.18666667,-149.96527778
DQL,61.18666667,-149.96527778
DQL,61.18694444,-149.96527778
DQN,29.05444444,-80.94805556
DQN,29.05555556,-80.94888889
DQO,32.41083333,-91.49861111
DQP,38.23638889,-89.35861111
DQQ,40.86916667,-100.00361111
DQQ,40.86972222,-100.00416667
DQR,35.98611111,-113.81694444
DQR,35.98861111,-113.81000000
DQR,35.99027778,-113.81638889
DQS,36.25638889,-113.23083333
DQS,36.25972222,-113.23138889
DQT,51.15222222,-1.74750000
DQT,51.15222222,-1.74750000
DQT,51.15361111,-1.74083333
DQT,51.15361111,-1.74083333
DQT,51.16277778,-1.73416667
DQU,55.77888889,-131.60138889
DQV,59.10250000,-135.38222222
DQW,35.57222222,-113.29250000
DQX,60.07472222,-143.08666667
DQY,28.46722222,-80.56666667
DQY,28.46750000,-80.56666667
DQY,28.46750000,-80.56666667
DQZ,58.91166667,-161.71388889
DRA,36.61944444,-116.03277778
DRA,36.61944444,-116.03277778
DRA,36.61944444,-116.03194444
DRA,36.62000000,-116.03222222
DRA,36.62000000,-116.03222222
DRB,-17.37333333,123.65250000
DRB,-17.37000000,123.66055556
DRE,46.00944444,-83.74388889
DRE,46.01000000,-83.74000000
DRE,46.01111111,-83.74583333
DRF,60.58888889,-152.16194444
DRF,60.58944444,-152.15777778
DRG,66.06916667,-162.76694444
DRG,66.06916667,-162.76694444
DRG,66.06944444,-162.76638889
DRG,66.06944444,-162.76638889
DRG,66.08083333,-162.73333333
DRN,-28.59166667,148.21666667
DRN,-28.58666667,148.21527778
DRO,37.15000000,-107.75111111
DRO,37.15000000,-107.75111111
DRO,37.15138889,-107.75388889
DRO,37.15138889,-107.75388889
DRO,37.15166667,-107.75388889
DRO,37.16388889,-107.74222222
DRO,37.16388889,-107.74222222
DRS,51.13333333,13.76666667
DRS,51.13333333,13.76666667
DRS,51.13444444,13.76805556
DRT,29.37416667,-100.92722222
DRU,46.61666667,-113.20000000
DRU,46.62083333,-113.20500000
DRW,-12.41666667,130.87222222
DRW,-12.41472222,130.87694444
DRW,-12.41111111,130.87055556
DSA,53.47472222,-1.00444444
DSA,53.47472222,-1.00444444
DSA,53.47527778,-1.00416667
DSA,53.47527778,-1.00416667
DSD,16.33333333,-61.01666667
DSE,11.07500000,39.71527778
DSE,11.08250000,39.71166667
DSE,11.08250000,39.71166667
DSE,11.08583333,39.71194444
DSE,11.08583333,39.71194444
DSI,30.40000000,-86.47138889
DSI,30.40000000,-86.47138889
DSI,30.40000000,-86.47138889
DSI,30.40000000,-86.47138889
DSK,31.90944444,70.89666667
DSK,31.90972222,70.89722222
DSM,41.53388889,-93.66305556
DSM,41.53388889,-93.66305556
DSM,41.53388889,-93.66305556
DSM,41.53388889,-93.65666667
DSM,41.53388889,-93.65666667
DSM,41.53416667,-93.65777778
DSM,41.53416667,-93.65750000
DSM,41.53416667,-93.65750000
DSS,14.67166667,-17.06972222
DSS,14.67166667,-17.06972222
DTA,39.37916667,-112.50833333
DTA,39.38055556,-112.50777778
DTA,39.38055556,-112.50777778
DTA,39.38277778,-112.50222222
DTA,39.38305556,-112.50555556
DTA,39.38361111,-112.50222222
DTA,39.38361111,-112.50222222
DTH,36.46055556,-116.87972222
DTH,36.46388889,-116.88055556
DTL,46.82305556,-95.88277778
DTL,46.82527778,-95.88555556
DTL,46.82638889,-95.88611111
DTM,51.51666667,7.46666667
DTM,51.51666667,7.46666667
DTM,51.51916667,7.61444444
DTN,32.54027778,-93.74500000
DTN,32.54083333,-93.74388889
DTO,33.20055556,-97.19416667
DTO,33.20194444,-97.19916667
DTO,33.20222222,-97.19805556
DTO,33.20222222,-97.19805556
DTO,33.20222222,-97.19805556
DTO,33.20222222,-97.19805556
DTR,48.51000000,-122.80305556
DTT,42.31277778,-83.17861111
DTW,42.21250000,-83.35333333
DTW,42.21666667,-83.34444444
DUA,33.93333333,-96.40000000
DUB,53.42138889,-6.27027778
DUB,53.42138889,-6.27000000
DUB,53.42500000,-6.26305556
DUB,53.42861111,-6.26250000
DUB,53.43250000,-6.25222222
DUC,34.47083333,-97.95972222
DUC,34.47138889,-97.95972222
DUC,34.47222222,-97.95972222
DUD,-45.92916667,170.19750000
DUD,-45.92500000,170.20000000
DUE,-7.40277778,20.81694444
DUE,-7.40277778,20.81694444
DUE,-7.40250000,20.81944444
DUE,-7.40083333,20.81861111
DUF,36.25333333,-75.78861111
DUF,36.25361111,-75.78861111
DUG,31.46888889,-109.60388889
DUG,31.46888889,-109.60388889
DUG,31.46888889,-109.60305556
DUG,31.46916667,-109.60361111
DUG,31.46916667,-109.60361111
DUJ,41.17833333,-78.89888889
DUJ,41.17833333,-78.89861111
DUQ,48.75000000,-123.71666667
DUQ,48.75000000,-123.71666667
DUQ,48.75472222,-123.70972222
DUQ,48.75472222,-123.70972222
DUR,-29.97000000,30.95000000
DUR,-29.61194444,31.11944444
DUR,-29.61194444,31.11944444
DUR,-29.61166667,31.11944444
DUR,-29.61166667,31.11944444
DUS,51.28111111,6.75277778
DUS,51.28111111,6.75277778
DUS,51.28111111,6.75277778
DUS,51.28944444,6.76666667
DUS,51.28944444,6.76666667
DUS,51.28944444,6.76666667
DUS,51.28944444,6.76666667
DUT,53.89583333,-166.53888889
DUT,53.89888889,-166.54500000
DUT,53.89888889,-166.54500000
DUT,53.90027778,-166.54361111
DUT,53.90027778,-166.54361111
DVK,64.51138889,-110.28972222
DVK,64.51138889,-110.28944444
DVL,48.11305556,-98.90750000
DVL,48.11472222,-98.90833333
DVL,48.11472222,-98.90833333
DVL,48.11666667,-98.91000000
DVL,48.11666667,-98.91000000
DVN,41.61027778,-90.58833333
DVN,41.61138889,-90.58916667
DVO,7.12555556,125.64583333
DVO,7.13166667,125.64944444
DVT,33.68333333,-112.08333333
DVT,33.68833333,-112.08250000
DWA,38.57916667,-121.85666667
DWA,38.57944444,-121.85694444
DWC,24.88611111,55.17222222
DWC,24.89666667,55.16111111
DWC,24.89666667,55.16111111
DWC,24.89666667,55.16111111
DWC,24.89666667,55.16111111
DWC,24.89666667,55.16111111
DWC,24.89666667,55.16111111
DWH,30.06166667,-95.55277778
DWH,30.06194444,-95.55277778
DWH,30.06388889,-95.55972222
DWS,28.38361111,-81.55000000
DXB,25.25138889,55.37055556
DXR,41.37166667,-73.48222222
DXR,41.37166667,-73.48027778
DYG,29.10305556,110.44361111
DYG,29.10305556,110.44361111
DYG,29.10305556,110.44361111
DYG,29.10305556,110.44361111
DYG,29.12944444,110.47833333
DYL,40.33305556,-75.12222222
DYR,64.73333333,177.75000000
DYR,64.73333333,177.75000000
DYR,64.73500000,177.73833333
DYR,64.73500000,177.73833333
DYR,64.73500000,177.73833333
DYR,64.73500000,177.74111111
DYR,64.73500000,177.74166667
DYR,64.73500000,177.74166667
DYS,32.41833333,-99.85666667
DYS,32.41833333,-99.85666667
DYS,32.42000000,-99.85666667
DYS,32.42055556,-99.85472222
DYS,32.42055556,-99.85472222
DYU,38.54361111,68.82361111
DYU,38.54361111,68.82361111
DYU,38.54361111,68.82444444
DZA,-12.80916667,45.28194444
DZA,-12.80472222,45.28111111
DZN,47.70888889,67.73916667
DZN,47.70916667,67.73833333
DZO,-33.36666667,-56.51666667
EAA,64.77666667,-141.14861111
EAA,64.77805556,-141.14972222
EAG,67.56222222,-162.97527778
EAM,17.61111111,44.41861111
EAM,17.61166667,44.42972222
EAN,42.05555556,-104.93222222
EAN,42.05555556,-104.92861111
EAN,42.05555556,-104.92861111
EAN,42.05555556,-104.92861111
EAN,42.05555556,-104.92833333
EAN,42.05611111,-104.93861111
EAN,42.05611111,-104.93861111
EAR,40.72694444,-99.00666667
EAR,40.72833333,-98.99888889
EAS,43.35638889,-1.79055556
EAS,43.35777778,-1.79000000
EAT,47.39805556,-120.20583333
EAT,47.39805556,-120.20583333
EAT,47.39888889,-120.20694444
EAT,47.39888889,-120.20694444
EAT,47.39972222,-120.20777778
EAU,44.86444444,-91.48722222
EAU,44.86444444,-91.48722222
EAU,44.86583333,-91.48416667
EBA,42.76083333,10.23972222
EBA,42.76083333,10.23972222
EBA,42.76111111,10.23972222
EBA,42.76111111,10.23972222
EBB,0.04222222,32.44361111
EBB,0.04250000,32.43805556
EBD,13.15222222,30.23250000
EBD,13.15305556,30.23277778
EBD,13.15972222,30.23416667
EBJ,55.52583333,8.55333333
EBJ,55.52583333,8.55361111
EBJ,55.52638889,8.55250000
EBL,36.23750000,43.96305556
EBL,36.23777778,43.95500000
EBL,36.23777778,43.95500000
EBL,36.23805556,43.94666667
EBL,36.23805556,43.94666667
EBU,45.53416667,4.29722222
EBU,45.53416667,4.29722222
EBU,45.53416667,4.29722222
EBU,45.53416667,4.29722222
EBU,45.53416667,4.29722222
EBU,45.54083333,4.29638889
EBU,45.54166667,4.29750000
ECA,44.31277778,-83.42222222
ECA,44.31333333,-83.42333333
ECG,36.25916667,-76.17305556
ECG,36.25916667,-76.17305556
ECG,36.26055556,-76.17444444
ECI,11.42750000,-86.03333333
ECN,35.15527778,33.50138889
ECN,35.15888889,33.49361111
ECP,30.35777778,-85.79888889
ECP,30.35833333,-85.79555556
ECS,43.88333333,-104.31250000
ECS,43.88416667,-104.31444444
ECS,43.88416667,-104.31444444
ECS,43.88555556,-104.31805556
ECS,43.88555556,-104.31805556
ECU,29.94694444,-100.17388889
EDA,55.93638889,-133.65555556
EDE,36.02777778,-76.56722222
EDE,36.02861111,-76.56972222
EDE,36.02861111,-76.56972222
EDF,61.25138889,-149.80638889
EDF,61.25305556,-149.79388889
EDF,61.25361111,-149.79166667
EDI,55.94861111,-3.35027778
EDI,55.95000000,-3.37277778
EDI,55.95000000,-3.37250000
EDI,55.95000000,-3.37250000
EDI,55.95000000,-3.37250000
EDI,55.95361111,-3.35722222
EDI,55.95361111,-3.35722222
EDL,0.53694444,35.28083333
EDW,34.90000000,-117.86666667
EDW,34.91638889,-117.86250000
EDW,34.91638889,-117.86250000
EDW,34.91805556,-117.87916667
EDW,34.91805556,-117.87916667
EE1,59.25972222,24.20472222
EED,34.75833333,-114.62000000
EED,34.76638889,-114.62333333
EEK,60.21361111,-162.04388889
EEK,60.21666667,-162.01666667
EEN,42.89833333,-72.27083333
EEN,42.90083333,-72.27083333
EFB,58.00000000,-135.73333333
EFD,29.60722222,-95.15861111
EFD,29.60722222,-95.15861111
EFD,29.60722222,-95.15861111
EFD,29.60722222,-95.15861111
